dateTime,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh  
2022-03-25 19:51:23.476189,0.04,0.00,19.57,5.53,13432.07,5821.94,159838.98,7.16
2022-03-25 19:51:33.505040,0.04,0.00,19.25,5.17,12136.65,5341.59,150503.08,6.99
2022-03-25 19:51:43.534180,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:51:53.563201,0.04,0.00,20.93,5.79,14405.32,6178.22,205113.42,7.94
2022-03-25 19:52:03.592548,0.04,0.00,18.65,5.17,12136.65,5341.59,133760.59,6.65
2022-03-25 19:52:13.621480,0.05,0.00,15.65,4.05,8390.20,3904.27,69997.79,5.09
2022-03-25 19:52:23.665861,0.04,0.00,18.65,5.17,12136.65,5341.59,133760.59,6.65
2022-03-25 19:52:33.695067,0.04,0.00,18.65,5.06,11743.65,5194.37,133760.59,6.65
2022-03-25 19:52:43.723851,0.05,0.00,14.85,3.76,7501.70,3550.29,57531.47,4.70
2022-03-25 19:52:53.753014,0.04,0.00,19.25,5.29,12548.27,5495.03,150503.08,6.99
2022-03-25 19:53:03.781550,0.04,0.00,19.89,5.53,13432.07,5821.94,169896.95,7.34
2022-03-25 19:53:13.810500,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:53:23.839671,0.04,0.00,19.25,5.29,12548.27,5495.03,150503.08,6.99
2022-03-25 19:53:33.868722,0.04,0.00,18.65,5.17,12136.65,5341.59,133760.59,6.65
2022-03-25 19:53:43.897765,0.04,0.00,18.65,5.17,12136.65,5341.59,133760.59,6.65
2022-03-25 19:53:53.926711,0.05,0.00,15.44,4.05,8390.20,3904.27,66592.91,4.99
2022-03-25 19:54:03.971221,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:54:14.000125,0.04,0.00,18.36,5.29,12548.27,5495.03,126249.46,6.50
2022-03-25 19:54:24.029186,0.04,0.00,18.36,4.29,9155.97,4204.82,126249.46,6.50
