Labels,Scientific name,Common name
608,Copsychus saularis,Oriental Magpie-Robin
609,Coracias benghalensis,Indian Roller
610,Coracias garrulus,European Roller
611,Coracina macei,Large Cuckooshrike
612,Coracina novaehollandiae,Black-faced Cuckooshrike
613,Coragyps atratus,Black Vulture
614,Corcorax melanorhamphos,White-winged Chough
615,Cormobates leucophaea,White-throated Treecreeper
616,Corthylio calendula,Ruby-crowned Kinglet
617,Corvus albus,Pied Crow
618,Corvus brachyrhynchos,American Crow
619,Corvus corax,Common Raven
620,Corvus cornix,Hooded Crow
621,Corvus corone,Carrion Crow
622,Corvus coronoides,Australian Raven
623,Corvus cryptoleucus,Chihuahuan Raven
624,Corvus enca,Slender-billed Crow
625,Corvus frugilegus,Rook
626,Corvus hawaiiensis,Hawaiian Crow
627,Corvus macrorhynchos,Large-billed Crow
628,Corvus mellori,Little Raven
629,Corvus monedula,Eurasian Jackdaw
630,Corvus orru,Torresian Crow
631,Corvus ossifragus,Fish Crow
632,Corvus splendens,House Crow
633,Coryphospingus cucullatus,Red-crested Finch
634,Coryphospingus pileatus,Pileated Finch
635,Corythopis delalandi,Southern Antpipit
636,Cossypha caffra,Cape Robin-Chat
637,Cossypha heuglini,White-browed Robin-Chat
638,Cossypha natalensis,Red-capped Robin-Chat
639,Coturnicops noveboracensis,Yellow Rail
640,Coturnix coturnix,Common Quail
641,Coturnix japonica,Japanese Quail
642,Cracticus nigrogularis,Pied Butcherbird
643,Cracticus quoyi,Black Butcherbird
644,Cracticus torquatus,Gray Butcherbird
645,Cranioleuca erythrops,Red-faced Spinetail
646,Cranioleuca pallida,Pallid Spinetail
647,Cranioleuca pyrrhophia,Stripe-crowned Spinetail
648,Crax fasciolata,Bare-faced Curassow
649,Crex crex,Corn Crake
650,Crithagra mozambica,Yellow-fronted Canary
651,Crotophaga ani,Smooth-billed Ani
652,Crotophaga major,Greater Ani
653,Crotophaga sulcirostris,Groove-billed Ani
654,Crypturellus boucardi,Slaty-breasted Tinamou
655,Crypturellus cinereus,Cinereous Tinamou
656,Crypturellus cinnamomeus,Thicket Tinamou
657,Crypturellus obsoletus,Brown Tinamou
658,Crypturellus parvirostris,Small-billed Tinamou
659,Crypturellus soui,Little Tinamou
660,Crypturellus tataupa,Tataupa Tinamou
661,Crypturellus undulatus,Undulated Tinamou
662,Crypturellus variegatus,Variegated Tinamou
663,Cuculus canorus,Common Cuckoo
664,Cuculus clamosus,Black Cuckoo
665,Cuculus micropterus,Indian Cuckoo
666,Cuculus optatus,Oriental Cuckoo
667,Cuculus solitarius,Red-chested Cuckoo
668,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher
669,Curaeus curaeus,Austral Blackbird
670,Curruca communis,Greater Whitethroat
671,Curruca curruca,Lesser Whitethroat
672,Curruca hortensis,Western Orphean Warbler
673,Curruca iberiae,Western Subalpine Warbler
674,Curruca melanocephala,Sardinian Warbler
675,Curruca undata,Dartford Warbler
676,Cyanerpes cyaneus,Red-legged Honeycreeper
677,Cyanistes caeruleus,Eurasian Blue Tit
678,Cyanistes teneriffae,African Blue Tit
679,Cyanocitta cristata,Blue Jay
680,Cyanocitta stelleri,Steller's Jay
681,Cyanocompsa parellina,Blue Bunting
682,Cyanocorax affinis,Black-chested Jay
683,Cyanocorax caeruleus,Azure Jay
684,Cyanocorax chrysops,Plush-crested Jay
685,Cyanocorax cristatellus,Curl-crested Jay
686,Cyanocorax cyanomelas,Purplish Jay
687,Cyanocorax melanocyaneus,Bushy-crested Jay
688,Cyanocorax violaceus,Violaceous Jay
689,Cyanocorax yncas,Green Jay
690,Cyanocorax yucatanicus,Yucatan Jay
691,Cyanoderma chrysaeum,Golden Babbler
692,Cyanoderma erythropterum,Chestnut-winged Babbler
693,Cyanoderma ruficeps,Rufous-capped Babbler
694,Cyanoliseus patagonus,Burrowing Parakeet
695,Cyanoloxia brissonii,Ultramarine Grosbeak
696,Cyanoloxia cyanoides,Blue-black Grosbeak
697,Cyanolyca turcosa,Turquoise Jay
698,Cyanomitra olivacea,Olive Sunbird
699,Cyanopica cooki,Iberian Magpie
700,Cyanoptila cyanomelana,Blue-and-white Flycatcher
701,Cyclarhis gujanensis,Rufous-browed Peppershrike
702,Cyclarhis nigrirostris,Black-billed Peppershrike
703,Cygnus buccinator,Trumpeter Swan
704,Cygnus columbianus,Tundra Swan
705,Cygnus cygnus,Whooper Swan
706,Cygnus olor,Mute Swan
707,Cymbilaimus lineatus,Fasciated Antshrike
708,Cynanthus latirostris,Broad-billed Hummingbird
709,Cyornis hainanus,Hainan Blue Flycatcher
710,Cyornis rubeculoides,Blue-throated Flycatcher
711,Cyornis tickelliae,Tickell's Blue Flycatcher
712,Cyphorhinus phaeocephalus,Song Wren
713,Cypsiurus balasiensis,Asian Palm-Swift
714,Cyrtonyx montezumae,Montezuma Quail
715,Cyrtoxipha columbiana,Columbian Trig
716,Dacelo novaeguineae,Laughing Kookaburra
717,Dacnis cayana,Blue Dacnis
718,Daptrius ater,Black Caracara
719,Delichon urbicum,Common House-Martin
720,Dendragapus fuliginosus,Sooty Grouse
721,Dendragapus obscurus,Dusky Grouse
722,Dendrexetastes rufigula,Cinnamon-throated Woodcreeper
723,Dendrocincla anabatina,Tawny-winged Woodcreeper
724,Dendrocincla fuliginosa,Plain-brown Woodcreeper
725,Dendrocincla turdina,Plain-winged Woodcreeper
726,Dendrocitta formosae,Gray Treepie
727,Dendrocitta vagabunda,Rufous Treepie
728,Dendrocolaptes picumnus,Black-banded Woodcreeper
729,Dendrocolaptes platyrostris,Planalto Woodcreeper
730,Dendrocolaptes sanctithomae,Northern Barred-Woodcreeper
731,Dendrocopos leucotos,White-backed Woodpecker
732,Dendrocopos major,Great Spotted Woodpecker
733,Dendrocopos syriacus,Syrian Woodpecker
734,Dendrocoptes medius,Middle Spotted Woodpecker
735,Dendrocygna autumnalis,Black-bellied Whistling-Duck
736,Dendrocygna bicolor,Fulvous Whistling-Duck
737,Dendrocygna javanica,Lesser Whistling-Duck
738,Dendrocygna viduata,White-faced Whistling-Duck
739,Dendroma rufa,Buff-fronted Foliage-gleaner
740,Dendroplex picus,Straight-billed Woodcreeper
741,Dendrortyx leucophrys,Buffy-crowned Wood-Partridge
742,Dicaeum concolor,Nilgiri Flowerpecker
743,Dicaeum cruentatum,Scarlet-backed Flowerpecker
744,Dicaeum erythrorhynchos,Pale-billed Flowerpecker
745,Dicaeum hirundinaceum,Mistletoebird
746,Dicaeum ignipectus,Fire-breasted Flowerpecker
747,Dicaeum trigonostigma,Orange-bellied Flowerpecker
748,Dicrurus adsimilis,Fork-tailed Drongo
749,Dicrurus aeneus,Bronzed Drongo
750,Dicrurus bracteatus,Spangled Drongo
751,Dicrurus caerulescens,White-bellied Drongo
752,Dicrurus hottentottus,Hair-crested Drongo
753,Dicrurus leucophaeus,Ashy Drongo
754,Dicrurus macrocercus,Black Drongo
755,Dicrurus paradiseus,Greater Racket-tailed Drongo
756,Dicrurus remifer,Lesser Racket-tailed Drongo
757,Diglossa albilatera,White-sided Flowerpiercer
758,Diglossa caerulescens,Bluish Flowerpiercer
759,Diglossa cyanea,Masked Flowerpiercer
760,Diglossa humeralis,Black Flowerpiercer
761,Diglossa lafresnayii,Glossy Flowerpiercer
762,Dinopium benghalense,Black-rumped Flameback
763,Diopsittaca nobilis,Red-shouldered Macaw
764,Diuca diuca,Diuca Finch
765,Dives dives,Melodious Blackbird
766,Dives warczewiczi,Scrub Blackbird
767,Dog,Dog
768,Dolichonyx oryzivorus,Bobolink
769,Donacobius atricapilla,Black-capped Donacobius
770,Drepanis coccinea,Iiwi
771,Dromococcyx phasianellus,Pheasant Cuckoo
772,Drymophila ferruginea,Ferruginous Antbird
773,Drymophila striaticeps,Streak-headed Antbird
774,Dryobates affinis,Red-stained Woodpecker
775,Dryobates albolarvatus,White-headed Woodpecker
776,Dryobates arizonae,Arizona Woodpecker
777,Dryobates borealis,Red-cockaded Woodpecker
778,Dryobates fumigatus,Smoky-brown Woodpecker
779,Dryobates lignarius,Striped Woodpecker
780,Dryobates minor,Lesser Spotted Woodpecker
781,Dryobates nuttallii,Nuttall's Woodpecker
782,Dryobates passerinus,Little Woodpecker
783,Dryobates pubescens,Downy Woodpecker
784,Dryobates scalaris,Ladder-backed Woodpecker
785,Dryobates spilogaster,White-spotted Woodpecker
786,Dryobates villosus,Hairy Woodpecker
787,Dryocopus javensis,White-bellied Woodpecker
788,Dryocopus lineatus,Lineated Woodpecker
789,Dryocopus martius,Black Woodpecker
790,Dryocopus pileatus,Pileated Woodpecker
791,Dryophytes andersonii,Pine Barrens Treefrog
792,Dryophytes arenicolor,Canyon Treefrog
793,Dryophytes avivoca,Bird-voiced Treefrog
794,Dryophytes chrysoscelis,Cope's Gray Treefrog
795,Dryophytes cinereus,Green Treefrog
796,Dryophytes femoralis,Pine Woods Treefrog
797,Dryophytes gratiosus,Barking Treefrog
798,Dryophytes squirellus,Squirrel Treefrog
799,Dryophytes versicolor,Gray Treefrog
800,Dryoscopus cubla,Black-backed Puffback
801,Dubusia taeniata,Buff-breasted Mountain Tanager
802,Ducula aenea,Green Imperial-Pigeon
803,Ducula badia,Mountain Imperial-Pigeon
804,Dumetella carolinensis,Gray Catbird
805,Dumetia hyperythra,Tawny-bellied Babbler
806,Dysithamnus mentalis,Plain Antvireo
807,Eclectus roratus,Eclectus Parrot
808,Edolisoma tenuirostre,Common Cicadabird
809,Egretta caerulea,Little Blue Heron
810,Egretta garzetta,Little Egret
811,Egretta thula,Snowy Egret
812,Egretta tricolor,Tricolored Heron
813,Elaenia albiceps,White-crested Elaenia
814,Elaenia chiriquensis,Lesser Elaenia
815,Elaenia cristata,Plain-crested Elaenia
816,Elaenia flavogaster,Yellow-bellied Elaenia
817,Elaenia frantzii,Mountain Elaenia
818,Elaenia martinica,Caribbean Elaenia
819,Elaenia pallatangae,Sierran Elaenia
820,Elaenia parvirostris,Small-billed Elaenia
821,Elaenia spectabilis,Large Elaenia
822,Elanoides forficatus,Swallow-tailed Kite
823,Elanus caeruleus,Black-winged Kite
824,Elanus leucurus,White-tailed Kite
825,Electron platyrhynchum,Broad-billed Motmot
826,Eleutherodactylus planirostris,Greenhouse Frog
827,Emberiza calandra,Corn Bunting
828,Emberiza cia,Rock Bunting
829,Emberiza cioides,Meadow Bunting
830,Emberiza cirlus,Cirl Bunting
831,Emberiza citrinella,Yellowhammer
832,Emberiza elegans,Yellow-throated Bunting
833,Emberiza flaviventris,Golden-breasted Bunting
834,Emberiza hortulana,Ortolan Bunting
835,Emberiza melanocephala,Black-headed Bunting
836,Emberiza pusilla,Little Bunting
837,Emberiza rustica,Rustic Bunting
838,Emberiza schoeniclus,Reed Bunting
839,Emberiza spodocephala,Black-faced Bunting
840,Emberiza tahapisi,Cinnamon-breasted Bunting
841,Emberizoides herbicola,Wedge-tailed Grass-Finch
842,Embernagra platensis,Great Pampa-Finch
843,Eminia lepida,Gray-capped Warbler
844,Empidonax alnorum,Alder Flycatcher
845,Empidonax difficilis,Pacific-slope Flycatcher
846,Empidonax flavescens,Yellowish Flycatcher
847,Empidonax flaviventris,Yellow-bellied Flycatcher
848,Empidonax fulvifrons,Buff-breasted Flycatcher
849,Empidonax hammondii,Hammond's Flycatcher
850,Empidonax minimus,Least Flycatcher
851,Empidonax oberholseri,Dusky Flycatcher
852,Empidonax occidentalis,Cordilleran Flycatcher
853,Empidonax traillii,Willow Flycatcher
854,Empidonax virescens,Acadian Flycatcher
855,Empidonax wrightii,Gray Flycatcher
856,Empidonomus aurantioatrocristatus,Crowned Slaty Flycatcher
857,Empidonomus varius,Variegated Flycatcher
858,Engine,Engine
859,Enicurus leschenaulti,White-crowned Forktail
860,Entomyzon cyanotis,Blue-faced Honeyeater
861,Environmental,Environmental
862,Eolophus roseicapilla,Galah
863,Eopsaltria australis,Eastern Yellow Robin
864,Epinecrophylla fulviventris,Checker-throated Stipplethroat
865,Eremophila alpestris,Horned Lark
866,Eremopterix griseus,Ashy-crowned Sparrow-Lark
867,Erithacus rubecula,European Robin
868,Erpornis zantholeuca,White-bellied Erpornis
869,Erythrogenys erythrocnemis,Black-necklaced Scimitar-Babbler
870,Erythrogenys erythrogenys,Rusty-cheeked Scimitar-Babbler
871,Estrilda astrild,Common Waxbill
872,Eubucco bourcierii,Red-headed Barbet
873,Eucometis penicillata,Gray-headed Tanager
874,Eudocimus albus,White Ibis
875,Eudynamys orientalis,Pacific Koel
876,Eudynamys scolopaceus,Asian Koel
877,Eugenes fulgens,Rivoli's Hummingbird
878,Eumomota superciliosa,Turquoise-browed Motmot
879,Eumyias thalassinus,Verditer Flycatcher
880,Eunemobius carolinus,Carolina Ground Cricket
881,Eunemobius confusus,Confused Ground Cricket
882,Euodice cantans,African Silverbill
883,Euodice malabarica,Indian Silverbill
884,Eupetomena macroura,Swallow-tailed Hummingbird
885,Euphagus carolinus,Rusty Blackbird
886,Euphagus cyanocephalus,Brewer's Blackbird
887,Euphonia affinis,Scrub Euphonia
888,Euphonia chlorotica,Purple-throated Euphonia
889,Euphonia chrysopasta,Golden-bellied Euphonia
890,Euphonia gouldi,Olive-backed Euphonia
891,Euphonia hirundinacea,Yellow-throated Euphonia
892,Euphonia laniirostris,Thick-billed Euphonia
893,Euphonia minuta,White-vented Euphonia
894,Euphonia pectoralis,Chestnut-bellied Euphonia
895,Euphonia rufiventris,Rufous-bellied Euphonia
896,Euphonia trinitatis,Trinidad Euphonia
897,Euphonia violacea,Violaceous Euphonia
898,Euphonia xanthogaster,Orange-bellied Euphonia
899,Eupsittula aurea,Peach-fronted Parakeet
900,Eupsittula canicularis,Orange-fronted Parakeet
901,Eupsittula nana,Olive-throated Parakeet
902,Eupsittula pertinax,Brown-throated Parakeet
903,Eurillas latirostris,Yellow-whiskered Greenbul
904,Eurillas virens,Little Greenbul
905,Eurylaimus ochromalus,Black-and-yellow Broadbill
906,Eurypyga helias,Sunbittern
907,Eurystomus glaucurus,Broad-billed Roller
908,Eurystomus orientalis,Dollarbird
909,Euscarthmus meloryphus,Rufous-crowned Pygmy-Tyrant
910,Falco columbarius,Merlin
911,Falco naumanni,Lesser Kestrel
912,Falco peregrinus,Peregrine Falcon
913,Falco rufigularis,Bat Falcon
914,Falco sparverius,American Kestrel
915,Falco subbuteo,Eurasian Hobby
916,Falco tinnunculus,Eurasian Kestrel
917,Ficedula albicilla,Taiga Flycatcher
918,Ficedula albicollis,Collared Flycatcher
919,Ficedula hyperythra,Snowy-browed Flycatcher
920,Ficedula hypoleuca,European Pied Flycatcher
921,Ficedula narcissina,Narcissus Flycatcher
922,Ficedula parva,Red-breasted Flycatcher
923,Ficedula tricolor,Slaty-blue Flycatcher
924,Ficedula westermanni,Little Pied Flycatcher
925,Ficedula zanthopygia,Yellow-rumped Flycatcher
926,Fireworks,Fireworks
927,Fluvicola nengeta,Masked Water-Tyrant
928,Formicarius analis,Black-faced Antthrush
929,Formicarius colma,Rufous-capped Antthrush
930,Formicarius moniliger,Mayan Antthrush
931,Formicarius rufipectus,Rufous-breasted Antthrush
932,Formicivora grisea,White-fringed Antwren
933,Forpus conspicillatus,Spectacled Parrotlet
934,Forpus passerinus,Green-rumped Parrotlet
935,Foudia madagascariensis,Red Fody
936,Francolinus francolinus,Black Francolin
937,Francolinus pictus,Painted Francolin
938,Fregata minor,Great Frigatebird
939,Fringilla coelebs,Common Chaffinch
940,Fringilla montifringilla,Brambling
941,Fulica alai,Hawaiian Coot
942,Fulica americana,American Coot
943,Fulica atra,Eurasian Coot
944,Fulmarus glacialis,Northern Fulmar
945,Furnarius figulus,Wing-banded Hornero
946,Furnarius leucopus,Pale-legged Hornero
947,Furnarius rufus,Rufous Hornero
948,Galbula cyanescens,Bluish-fronted Jacamar
949,Galbula dea,Paradise Jacamar
950,Galbula ruficauda,Rufous-tailed Jacamar
951,Galerida cristata,Crested Lark
952,Galerida theklae,Thekla's Lark
953,Gallicrex cinerea,Watercock
954,Gallinago delicata,Wilson's Snipe
955,Gallinago gallinago,Common Snipe
956,Gallinago paraguaiae,Paraguayan Snipe
957,Gallinula chloropus,Eurasian Moorhen
958,Gallinula galeata,Common Gallinule
959,Gallirallus philippensis,Buff-banded Rail
960,Galloperdix spadicea,Red Spurfowl
961,Gallus gallus,Red Junglefowl
962,Gallus sonneratii,Gray Junglefowl
963,Garrulax canorus,Chinese Hwamei
964,Garrulax leucolophus,White-crested Laughingthrush
965,Garrulus glandarius,Eurasian Jay
966,Gastrophryne carolinensis,Eastern Narrow-mouthed Toad
967,Gastrophryne olivacea,Great Plains Narrow-mouthed Toad
968,Gavia immer,Common Loon
969,Gavia stellata,Red-throated Loon
970,Gavicalis virescens,Singing Honeyeater
971,Gelochelidon nilotica,Gull-billed Tern
972,Geococcyx californianus,Greater Roadrunner
973,Geoffroyus geoffroyi,Red-cheeked Parrot
974,Geokichla citrina,Orange-headed Thrush
975,Geopelia humeralis,Bar-shouldered Dove
976,Geopelia placida,Peaceful Dove
977,Geopelia striata,Zebra Dove
978,Geositta rufipennis,Rufous-banded Miner
979,Geothlypis aequinoctialis,Masked Yellowthroat
980,Geothlypis formosa,Kentucky Warbler
981,Geothlypis philadelphia,Mourning Warbler
982,Geothlypis poliocephala,Gray-crowned Yellowthroat
983,Geothlypis semiflava,Olive-crowned Yellowthroat
984,Geothlypis tolmiei,MacGillivray's Warbler
985,Geothlypis trichas,Common Yellowthroat
986,Geotrygon montana,Ruddy Quail-Dove
987,Geranoaetus albicaudatus,White-tailed Hawk
988,Geranospiza caerulescens,Crane Hawk
989,Gerygone igata,Gray Gerygone
990,Gerygone mouki,Brown Gerygone
991,Gerygone olivacea,White-throated Gerygone
992,Gerygone sulphurea,Golden-bellied Gerygone
993,Glareola pratincola,Collared Pratincole
994,Glaucestrilda caerulescens,Lavender Waxbill
995,Glaucidium brasilianum,Ferruginous Pygmy-Owl
996,Glaucidium cuculoides,Asian Barred Owlet
997,Glaucidium gnoma,Northern Pygmy-Owl
998,Glaucidium nana,Austral Pygmy-Owl
999,Glaucidium perlatum,Pearl-spotted Owlet
1000,Glaucidium peruanum,Peruvian Pygmy-Owl
1001,Glaucidium radiatum,Jungle Owlet
1002,Glossopsitta concinna,Musk Lorikeet
1003,Glyphorynchus spirurus,Wedge-billed Woodcreeper
1004,Gnorimopsar chopi,Chopi Blackbird
1005,Gracula indica,Southern Hill Myna
1006,Gracula religiosa,Common Hill Myna
1007,Gracupica contra,Asian Pied Starling
1008,Gracupica nigricollis,Black-collared Starling
1009,Grallaria guatimalensis,Scaled Antpitta
1010,Grallaria nuchalis,Chestnut-naped Antpitta
1011,Grallaria quitensis,Tawny Antpitta
1012,Grallaria ruficapilla,Chestnut-crowned Antpitta
1013,Grallaria saturata,Equatorial Antpitta
1014,Grallina cyanoleuca,Magpie-lark
1015,Grammatoptila striata,Striated Laughingthrush
1016,Grus grus,Common Crane
1017,Gryllus assimilis,Gryllus assimilis
1018,Gryllus fultoni,Southern Wood Cricket
1019,Gryllus pennsylvanicus,Fall Field Cricket
1020,Gryllus rubens,Southeastern Field Cricket
1021,Gubernetes yetapa,Streamer-tailed Tyrant
1022,Guira guira,Guira Cuckoo
1023,Gun,Gun
1024,Gygis alba,White Tern
1025,Gymnopithys bicolor,Bicolored Antbird
1026,Gymnorhina tibicen,Australian Magpie
1027,Gymnorhinus cyanocephalus,Pinyon Jay
1028,Gymnoris xanthocollis,Yellow-throated Sparrow
1029,Habia fuscicauda,Red-throated Ant-Tanager
1030,Habia rubica,Red-crowned Ant-Tanager
1031,Haematopus bachmani,Black Oystercatcher
1032,Haematopus ostralegus,Eurasian Oystercatcher
1033,Haematopus palliatus,American Oystercatcher
1034,Haemorhous cassinii,Cassin's Finch
1035,Haemorhous mexicanus,House Finch
1036,Haemorhous purpureus,Purple Finch
1037,Hafferia zeledoni,Zeledon's Antbird
1038,Halcyon senegalensis,Woodland Kingfisher
